pheno F -0.0591391719560582 0.168311687502259 2.32138550959632 0.0577125826452954 0.243134900768131 -0.550637728366361 -0.685437883981424 -0.540238639363965 -0.232762117248647 -0.640118852273032 -0.468346630652434 -1.2871501902518 1.57115135840174 -0.634612829041222 -0.0493302536414213 0.614623908381738 1.21951579677085 1.26061976688434 -0.0195223045363234 -0.485603265443399 -1.59487959479472 1.64264931229112 -0.922683568099423 0.488210642118846 0.00219225295402015 -1.27624552486962 -1.51499632109416 1.19825082527147 1.46684651393848 -0.150596813648241 1.07294341548561 -0.826040072608562 0.683591901838227 -2.47511629528113 2.06767820136082 -3.02650998555883 -0.756709836258084 0.317235106759093 0.188138133887132 0.882524866293179 0.629173355734478 1.17499851631934 -0.624270479691103 -0.608159485553232 -1.35248484297082 -0.393849741549807 -1.72104088573797 0.288751531166063 0.930918036826487 -0.699246855901709 1.78220447649563 0.436883786064188 -0.312701224601881 -0.513385796231049 2.34014893243757 1.12047812519729 -0.410150844524767 1.53073462010807 -0.206198549624104 1.40995237204838 -0.353093574095081 0.607064163163591 1.08930174058376 1.88209268414802 -0.0191375185154444 -0.482403740667425 0.855803982056167 -1.10017670587156 0.808405096650319 -0.826315735215831 -1.0964859577092 -2.24528838783577 1.57399165157084 0.754278087322836 -1.69514780468737 -1.24454014549804 0.484566637203121 -0.156652165220375 -0.894846902265829 0.890363542431912 -0.386219696514062 -0.63767414792805 -0.195183980106943 -0.005037872338025 1.25445499586416 -0.439357742818211 -1.3128720235807 0.949147598624065 1.08160276712449 -0.269754956571747 0.0549026828264063 -0.26347348385155 -0.826086650640117 0.716484191175427 -1.33632338051626 -0.614494952040466 -1.39471349556984 -0.391314023013756 2.25379702846268 -1.14245565632702
pheno L 1.07247475442445 -2.98604073539901 1.25342490793462 -0.758118066220985 -2.23869867723787 0.0365099002270506 2.02697982563116 -2.6115694495458 -0.617931627794199 -0.366765070912321 -0.570154397726095 0.152598201215573 2.17772943116096 -1.25894365889312 -2.39293637776676 1.86277271962779 0.746696198689746 1.10322835681516 -0.0838100390554763 0.963496710628863 -1.79630858552256 1.6762266145141 -1.47518394798343 -0.721269295348276 -3.33794580802625 -2.72909794932176 -0.713111024475592 -1.10916799755235 1.00599636858153 -1.36859193502743 -0.0574569223957528 0.0533220601404425 -0.6406508572771 -0.812902424683059 1.76730204245542 -2.86298577390214 -2.49894657916983 1.69869396487753 0.982728062024545 -0.0216435472008054 -0.305292261924004 0.674409762939696 -2.76065872844045 -1.45836952487275 -1.52131492979174 -0.114274031832677 1.6771085111815 2.02260610983525 3.16927616154344 0.71943416214342 3.14502574556093 -0.69975645127392 2.18956125888985 -2.87726796886535 4.98216428474636 -2.00444371469236 0.487000427320379 1.00323822872785 1.0005819941932 -0.0282238310010701 -1.08479335019807 -0.698675671833347 -0.0358870109734737 1.10548931711561 -2.40225511085901 -0.499333204330066 -0.270708109699314 -1.7191905330301 0.282355591916816 2.78261484738912 -0.215593365655141 -0.815014288832756 -0.551688437278909 0.682849913503633 3.82116663256689 0.78220461713012 -0.438916331680344 1.02463452455041 -0.592081704946933 0.387593928978077 2.38928123997469 2.37674280747073 0.203794214391218 2.11076563366226 3.06639621226079 -0.124289350578574 0.59888527539125 0.658106011872788 2.94923564997647 -3.19083422206181 -1.74803209280083 -0.41644552681261 -2.80447235959169 -0.599198321325337 -2.60866371835024 -3.41476116370341 1.01209012411721 2.14188532547042 1.4108297887687 0.593157643136242
pheno T 1.95565287452775 -5.20959740901602 6.52215991580742 1.1346339185586 1.71884703432344 -0.731035658344734 2.17001894000301 -1.62611871431135 1.15839675246229 -3.03314057726579 0.570962869042453 -2.62545114692472 -0.178023299357043 -1.65387749809192 -1.10536797231574 0.882164069081441 1.93926998890686 3.11909108912076 2.16641869751203 -4.86886201462892 -3.54547429221881 1.82098138882772 0.0598451891965621 2.61184181014535 0.435545237367497 -2.00335718496181 -2.02648732601999 -4.91181287180554 4.640415417012 1.19918102585571 1.63765654194256 -1.12727382427877 -1.48765489996318 -1.92470702097054 2.30601605424837 -3.8146153944786 -4.8795076636057 1.39708432578982 -7.44574094467968 0.418923185301604 -1.33436684677233 4.2726350202201 -5.70316560362165 -0.815025927061175 -4.5144538217879 -1.20101996752316 -2.74161454028529 -0.516898194160063 -3.85126625127276 -3.31554236776227 5.29272186566867 0.631640551818323 2.20040940783133 -0.414137072065326 6.96388963186698 -0.0738533769082108 2.99721288027113 1.76402240397906 -0.0598957964933411 3.19547014848093 0.215363396233071 1.69244218113818 0.288674495903372 3.76779658891966 0.596546328403946 1.11950734090308 3.07954793369275 -0.504140316300115 0.688900884464208 3.00926286217974 1.27629310515158 -2.72302036158946 -1.17019360579057 2.96133184579995 1.98171925548558 -0.454996500508699 -0.151147211061574 1.56688811594094 -5.38966220764224 0.879574394685735 -1.9932308032359 0.587202755069253 -0.413262229111506 3.62533515301137 4.7321936892664 -4.53489358840588 0.582931188874637 -1.54982393330947 3.36959330676969 -3.781179504109 -0.890565073058748 -1.28726098617859 0.505211205316574 1.83336767518072 -5.80450997445155 -2.50065982815992 0.370374614191379 2.20963659024764 3.01756238613092 0.747526073735415
geno rs1 0.76 -0.24 -0.24 0.76 -0.24 -0.24 -0.24 -0.24 -0.24 0.76 -0.24 -0.24 0.76 0.76 -0.24 -0.24 -0.24 -1.24 0.76 -0.24 -0.24 -0.24 -0.24 -0.24 -0.24 -0.24 -0.24 -0.24 -0.24 0.76 0.76 -0.24 -0.24 -0.24 -0.24 -0.24 0.76 0.76 -1.24 0.76 -0.24 -0.24 0.76 0.76 0.76 -0.24 0.76 0.76 -0.24 -0.24 -0.24 0.76 0.76 -0.24 0.76 0.76 -0.24 -1.24 -0.24 -1.24 -0.24 -0.24 -0.24 -0.24 0.76 0.76 -0.24 -0.24 -0.24 0.76 -0.24 -0.24 -0.24 -1.24 -0.24 0.76 -0.24 -0.24 0.76 -0.24 -0.24 -0.24 -0.24 -1.24 -0.24 -0.24 0.76 0.76 -0.24 0.76 0.76 0.76 -0.24 -0.24 -0.24 -1.24 -0.24 -1.24 0.76 0.76
geno rs2 0.47 -0.53 -0.53 0.47 0.47 -0.53 -0.53 0.47 -0.53 -0.53 -0.53 0.47 -0.53 0.47 0.47 -0.53 0.47 -0.53 1.47 -0.53 0.47 -0.53 -0.53 -0.53 -0.53 0.47 -0.53 -0.53 -0.53 0.47 0.47 -0.53 -0.53 -0.53 -0.53 0.47 0.47 -0.53 0.47 0.47 0.47 0.47 0.47 1.47 0.47 -0.53 0.47 1.47 -0.53 0.47 -0.53 -0.53 -0.53 0.47 0.47 0.47 -0.53 -0.53 -0.53 0.47 -0.53 0.47 -0.53 -0.53 1.47 0.47 -0.53 0.47 0.47 0.47 -0.53 -0.53 -0.53 -0.53 -0.53 0.47 -0.53 0.47 0.47 0.47 -0.53 0.47 0.47 -0.53 0.47 0.47 0.47 -0.53 -0.53 0.47 -0.53 -0.53 0.47 0.47 -0.53 0.47 -0.53 -0.53 -0.53 0.47
geno rs3 -0.17 0.83 0.83 -0.17 0.83 0.83 -0.17 -0.17 -0.17 -0.17 0.83 -0.17 -0.17 -0.17 0.83 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 0.83 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 0.83 0.83 0.83 -0.17 -0.17 0.83 0.83 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 0.83 0.83 -0.17 -0.17 0.83 -0.17 0.83 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17 0.83 -0.17 -0.17 -0.17 -0.17 -0.17 -0.17
geno rs4 0.74 0.74 0.74 -0.26 0.74 0.74 -0.26 0.74 -0.26 -0.26 0.74 0.74 -0.26 0.74 0.74 -0.26 -0.26 -0.26 -0.26 0.74 -0.26 0.74 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 0.74 0.74 0.74 -0.26 -0.26 0.74 0.74 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 0.74 -0.26 -0.26 -0.26 -0.26 -0.26 0.74 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 0.74 0.74 -0.26 -0.26 0.74 0.74 -0.26 -0.26 0.74 -0.26 0.74 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26 0.74 -0.26 -0.26 -0.26 -0.26 -0.26 -0.26
geno rs5 -0.66 0.34 0.34 0.34 0.34 0.34 -0.66 -0.66 0.34 1.34 0.34 0.34 1.34 -0.66 -0.66 0.34 -0.66 0.34 -0.66 0.34 -0.66 0.34 0.34 0.34 -0.66 -0.66 0.34 1.34 -0.66 0.34 0.34 -0.66 0.34 0.34 0.34 -0.66 0.34 1.34 -0.66 -0.66 -0.66 -0.66 -0.66 -0.66 0.34 0.34 0.34 -0.66 0.34 -0.66 0.34 1.34 0.34 -0.66 -0.66 0.34 -0.66 0.34 0.34 -0.66 0.34 -0.66 0.34 0.34 -0.66 0.34 1.34 -0.66 -0.66 0.34 0.34 0.34 0.34 -0.66 0.34 0.34 -0.66 -0.66 -0.66 -0.66 0.34 -0.66 0.34 -0.66 -0.66 0.34 0.34 1.34 -0.66 0.34 -0.66 1.34 -0.66 0.34 0.34 -0.66 0.34 -0.66 0.34 0.34
geno rs6 0.7 0.7 0.7 -0.3 0.7 0.7 0.7 0.7 -0.3 -0.3 0.7 0.7 -0.3 -0.3 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 0.7 0.7 -0.3 -0.3 0.7 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 0.7 0.7 -0.3 -0.3 0.7 0.7 0.7 -0.3 0.7 -0.3 0.7 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 -0.3 0.7 -0.3 -0.3 -0.3 -0.3 0.7 -0.3
geno rs7 0.32 -0.68 -0.68 0.32 0.32 -0.68 -0.68 0.32 0.32 -0.68 0.32 0.32 -0.68 0.32 0.32 -0.68 0.32 -0.68 1.32 -0.68 0.32 -0.68 -0.68 -0.68 -0.68 0.32 -0.68 -0.68 -0.68 0.32 0.32 0.32 -0.68 -0.68 -0.68 0.32 0.32 -0.68 0.32 1.32 0.32 1.32 1.32 1.32 0.32 -0.68 0.32 1.32 0.32 0.32 -0.68 -0.68 -0.68 0.32 0.32 0.32 0.32 -0.68 -0.68 0.32 -0.68 0.32 0.32 -0.68 1.32 0.32 -0.68 0.32 0.32 0.32 0.32 -0.68 -0.68 -0.68 -0.68 0.32 0.32 1.32 0.32 0.32 -0.68 0.32 0.32 0.32 0.32 0.32 0.32 -0.68 -0.68 0.32 0.32 -0.68 0.32 0.32 -0.68 0.32 0.32 -0.68 -0.68 0.32
